$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3
1533BA,RF-78778,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/34267_1617977899.jpg,https://cdn.jetphotos.com/full/5/48795_1519728290.jpg,https://cdn.jetphotos.com/full/6/29944_1501527316.jpg
1533C0,RF-78784,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/96442_1499602658.jpg,https://cdn.jetphotos.com/full/5/67258_1442727531.jpg,
1533C4,RF-78788,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/82586_1615219103.jpg,https://cdn.jetphotos.com/full/5/86111_1470777488.jpg,https://cdn.jetphotos.com/full/5/99191_1470763725.jpg
1533C5,RF-78789,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/69518_1629402949.jpg,https://cdn.jetphotos.com/full/5/26529_1555129141.jpg,
1533C6,RF-78790,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/16808_1577556037.jpg,https://cdn.jetphotos.com/full/6/34983_1522936757.jpg,https://cdn.jetphotos.com/full/5/80840_1507539277.jpg
1533C7,RF-78791,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/44935_1638215828.jpg,https://cdn.jetphotos.com/full/5/93385_1633606766.jpg,https://cdn.jetphotos.com/full/6/33084_1565972051.jpg
1533CA,RA-78794,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/13872_1578158456.jpg,https://cdn.jetphotos.com/full/6/28027_1531277957.jpg,https://cdn.jetphotos.com/full/5/94035_1529376092.jpg
1533CB,RF-78795,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/30640_1589742102.jpg,https://cdn.jetphotos.com/full/5/32773_1504021091.jpg,https://cdn.jetphotos.com/full/5/50844_1504021014.jpg
1533CC,RA-78796,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/40142_1632818105.jpg,https://cdn.jetphotos.com/full/5/49108_1631812812.jpg,https://cdn.jetphotos.com/full/6/65716_1590233990.jpg
1533CD,RF-78797,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/55919_1617109389.jpg,https://cdn.jetphotos.com/full/6/19197_1498243905.jpg,https://cdn.jetphotos.com/full/6/42492_1496003360.jpg
1533D3,RF-78803,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
1533D5,RF-78805,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/56479_1637424301.jpg,https://cdn.jetphotos.com/full/6/42166_1631434064.jpg,https://cdn.jetphotos.com/full/5/97578_1630420232.jpg
1533D7,RF-78807,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/48747_1577253015.jpg,https://cdn.jetphotos.com/full/5/86526_1528656191.jpg,https://cdn.jetphotos.com/full/5/43126_1528099462.jpg
1533D9,RF-78809,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/86183_1627896624.jpg,https://cdn.jetphotos.com/full/6/80659_1601323485.jpg,https://cdn.jetphotos.com/full/6/96398_1563831426.jpg
1533DA,RF-78810,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/65036_1569693213.jpg,https://cdn.jetphotos.com/full/5/11950_1485615374.jpg,
1533DB,RF-78811,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/59887_1620407256.jpg,https://cdn.jetphotos.com/full/6/10262_1579530685.jpg,https://cdn.jetphotos.com/full/5/38935_1515637243.jpg
1533DD,RF-78813,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/96108_1573303642.jpg,https://cdn.jetphotos.com/full/6/24084_1503174958.jpg,https://cdn.jetphotos.com/full/6/94086_1491596660.jpg
1533DF,RF-78815,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/98267_1600372959.jpg,https://cdn.jetphotos.com/full/6/64364_1595936251.jpg,https://cdn.jetphotos.com/full/6/77979_1548783243.jpg
1533EE,RA-78830,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/44907_1620551267.jpg,https://cdn.jetphotos.com/full/6/53437_1540982467.jpg,https://cdn.jetphotos.com/full/5/50365_1518593115.jpg
1533EF,RA-78831,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/69875_1639018926.jpg,https://cdn.jetphotos.com/full/6/16929_1637424395.jpg,https://cdn.jetphotos.com/full/5/18316_1632242875.jpg
1533F1,RF-78833,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/94748_1576437919.jpg,https://cdn.jetphotos.com/full/5/48609_1521729107.jpg,https://cdn.jetphotos.com/full/6/69678_1511421295.jpg
1533F2,RF-78834,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/93585_1639395261.jpg,https://cdn.jetphotos.com/full/6/66139_1594394917.jpg,https://cdn.jetphotos.com/full/5/71435_1571473228.jpg
1533F3,RA-78835,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/19419_1635841038.jpg,https://cdn.jetphotos.com/full/6/43145_1635763991.jpg,https://cdn.jetphotos.com/full/5/67306_1619429536.jpg
1533F6,RA-78838,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/61420_1641938156.jpg,https://cdn.jetphotos.com/full/6/20338_1606733310.jpg,https://cdn.jetphotos.com/full/5/23716_1598590830.jpg
1533F8,RA-78840,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/98170_1599972864.jpg,https://cdn.jetphotos.com/full/5/19025_1586357076.jpg,https://cdn.jetphotos.com/full/6/26730_1586022040.jpg
1533FA,RA-78842,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/13976_1633756406.jpg,https://cdn.jetphotos.com/full/5/61998_1624875525.jpg,https://cdn.jetphotos.com/full/5/10264_1624864198.jpg
1533FC,RA-78844,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/66223_1618942925.jpg,https://cdn.jetphotos.com/full/5/91993_1609172817.jpg,https://cdn.jetphotos.com/full/6/91924_1586366205.jpg
1533FD,RA-78845,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/79147_1629473874.jpg,https://cdn.jetphotos.com/full/5/28390_1609084809.jpg,https://cdn.jetphotos.com/full/5/23407_1590401505.jpg
1533FF,RA-78847,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/45269_1633327989.jpg,https://cdn.jetphotos.com/full/6/29440_1627945137.jpg,https://cdn.jetphotos.com/full/6/68832_1606048671.jpg
153402,RA-78850,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/54651_1604851288.jpg,https://cdn.jetphotos.com/full/5/10187_1573297685.jpg,https://cdn.jetphotos.com/full/6/93235_1554900098.jpg
155357,RA-86871,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
155358,RF-86872,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/43730_1631097380.jpg,https://cdn.jetphotos.com/full/5/85784_1626367698.jpg,https://cdn.jetphotos.com/full/5/85807_1617713736.jpg
155371,RF-86897,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/49542_1635964310.jpg,https://cdn.jetphotos.com/full/6/31292_1633270479.jpg,https://cdn.jetphotos.com/full/6/21647_1579491445.jpg
155372,RF-86898,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/52787_1626601155.jpg,https://cdn.jetphotos.com/full/5/70278_1620407330.jpg,https://cdn.jetphotos.com/full/6/21079_1582390001.jpg
155375,RF-86901,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/17971_1608446909.jpg,,
155376,RF-86902,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/61114_1609084685.jpg,https://cdn.jetphotos.com/full/5/62936_1607874632.jpg,https://cdn.jetphotos.com/full/5/49825_1598144843.jpg
15537A,RA-86906,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/76902_1540866009.jpg,https://cdn.jetphotos.com/full/6/37282_1511892485.jpg,https://cdn.jetphotos.com/full/5/58538_1492508455.jpg
15537B,RF-86907,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
15537C,RF-86908,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/46358_1570198305.jpg,https://cdn.jetphotos.com/full/5/52037_1557731747.jpg,https://cdn.jetphotos.com/full/5/50452_1557078290.jpg
15537E,RA-86910,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/78063_1499603107.jpg,https://cdn.jetphotos.com/full/4/44220_1378780745.jpg,
152AF2,RF-76530,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/25819_1603473859.jpg,https://cdn.jetphotos.com/full/5/14198_1588807423.jpg,https://cdn.jetphotos.com/full/6/70807_1582776220.jpg
152BC4,RF-76740,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/12732_1558072068.jpg,https://cdn.jetphotos.com/full/5/90706_1511421406.jpg,https://cdn.jetphotos.com/full/6/18501_1511380501.jpg
152BDF,RA-76767,Russian Air Force,Ilyushin IL-76MD,IL76,Mil,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/95917_1611221065.jpg,https://cdn.jetphotos.com/full/3/57407_1379780217.jpg,
15333D,RF-78653,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/55357_1560847984.jpg,https://cdn.jetphotos.com/full/5/57645_1495868853.jpg,https://cdn.jetphotos.com/full/5/27022_1476173769.jpg
15333E,RF-78654,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/40438_1632408834.jpg,https://cdn.jetphotos.com/full/5/43799_1618750080.jpg,https://cdn.jetphotos.com/full/6/96888_1612170726.jpg
15333F,RF-78655,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
153340,RF-78656,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/92790_1566374707.jpg,,
153341,RF-78657,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
153342,RF-78658,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
153343,RF-78659,Russian Air Force,Ilyushin IL-76MD-90A,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/60299_1618750543.jpg,,
152BCA,76746,Russian Air Force,Ilyushin IL-76MD-M,IL76,Mil,Cargo,Modernised,Tail Gunner,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
152B0C,RA-76556,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/92497_1568322303.jpg,https://cdn.jetphotos.com/full/2/57435_1212727202.jpg,https://cdn.jetphotos.com/full/2/87604_1211610171.jpg
157048,RF-94280,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
157049,RF-94281,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/93634_1611954323.jpg,,
15704A,RF-94282,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/20553_1528456931.jpg,https://cdn.jetphotos.com/full/6/35558_1527542008.jpg,https://cdn.jetphotos.com/full/6/71625_1519828364.jpg
15704B,RF-94283,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/53472_1519828285.jpg,https://cdn.jetphotos.com/full/5/73910_1496039456.jpg,https://cdn.jetphotos.com/full/6/99395_1495527348.jpg
15704C,RF-94284,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/78023_1611647585.jpg,https://cdn.jetphotos.com/full/6/83933_1579724306.jpg,https://cdn.jetphotos.com/full/6/44416_1574897769.jpg
15704D,RF-94285,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/17664_1624241746.jpg,https://cdn.jetphotos.com/full/5/47811_1589032118.jpg,https://cdn.jetphotos.com/full/5/53352_1525042312.jpg
1533DE,RA-78814,Russian Air Force,Ilyushin IL-78,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/54591_1553718667.jpg,https://cdn.jetphotos.com/full/6/89517_1540983396.jpg,https://cdn.jetphotos.com/full/6/16946_1525129448.jpg
1533E8,RA-78824,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/56087_1495772376.jpg,https://cdn.jetphotos.com/full/5/15619_1495596836.jpg,https://cdn.jetphotos.com/full/5/42763_1490347666.jpg
157042,RF-94274,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/32266_1620796550.jpg,https://cdn.jetphotos.com/full/5/14845_1403282594.jpg,
15704F,RF-94287,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/22432_1432405264.jpg,https://cdn.jetphotos.com/full/6/86140_1430898718.jpg,https://cdn.jetphotos.com/full/5/26546_1430898579.jpg
157050,RF-94288,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/6/98171_1589032889.jpg,https://cdn.jetphotos.com/full/5/99772_1431032590.jpg,https://cdn.jetphotos.com/full/5/88822_1430935860.jpg
15703D,RF-94269,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
157052,RF-94290,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/26420_1525805101.jpg,https://cdn.jetphotos.com/full/5/99699_1431275306.jpg,https://cdn.jetphotos.com/full/6/63753_1430938626.jpg
15703F,RF-94271,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,https://cdn.jetphotos.com/full/5/80420_1553526286.jpg,https://cdn.jetphotos.com/full/5/81059_1501359993.jpg,https://cdn.jetphotos.com/full/5/39831_1501052137.jpg
157041,RF-94273,Russian Air Force,Ilyushin IL-78M,IL76,Mil,Air2Air,Tanker,Benzin,Other Air Forces,https://en.wikipedia.org/wiki/Russian_Air_Force,,,
